Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,23.224624204812248,23.58869372412581,23.201869317348773,23.47492218017578,38409100,0.0,0.0
2010-01-05 00:00:00-05:00,23.399070302833522,23.588689995001243,23.239789009137247,23.482501983642578,49749600,0.0,0.0
2010-01-06 00:00:00-05:00,23.421822025041884,23.573518346342052,23.14877067205826,23.338390350341797,58182400,0.0,0.0
2010-01-07 00:00:00-05:00,23.232203288150043,23.285298015434886,22.89847368245997,23.095678329467773,50559700,0.0,0.0
2010-01-08 00:00:00-05:00,22.966745343561517,23.421831600139512,22.93640548822489,23.254966735839844,51197400,0.0,0.0
2010-01-11 00:00:00-05:00,23.292885701842227,23.3308105138385,22.845384493755443,22.959156036376953,68754700,0.0,0.0
2010-01-12 00:00:00-05:00,22.86813712793433,23.0577568411787,22.68610237682177,22.807458877563477,65912100,0.0,0.0
2010-01-13 00:00:00-05:00,22.951569401149722,23.14877406910609,22.761949695039778,23.019832611083984,51863500,0.0,0.0
2010-01-14 00:00:00-05:00,22.989491073343192,23.588689995001243,22.951567713583024,23.482501983642578,63228100,0.0,0.0
2010-01-15 00:00:00-05:00,23.573517238805355,23.694873711470553,23.292879491590043,23.406652450561523,79913200,0.0,0.0
2010-01-19 00:00:00-05:00,23.323220061971046,23.69487445195818,23.270126784356215,23.588687896728516,46575700,0.0,0.0
2010-01-20 00:00:00-05:00,23.368725198605503,23.46732822648508,22.989485899616916,23.201860427856445,54849500,0.0,0.0
2010-01-21 00:00:00-05:00,23.217031283620326,23.30046294901902,22.754358857250942,22.761943817138672,73086700,0.0,0.0
2010-01-22 00:00:00-05:00,22.754368263193044,22.90606463028784,21.874532806084282,21.96554946899414,102004600,0.0,0.0
2010-01-25 00:00:00-05:00,22.177919624598932,22.496480773958897,22.071733057040106,22.238597869873047,63373000,0.0,0.0
2010-01-26 00:00:00-05:00,22.147584698567222,22.64059569957058,22.064151555724727,22.3751277923584,66639900,0.0,0.0
2010-01-27 00:00:00-05:00,22.26135159151837,22.61783608304711,22.01105366200172,22.504064559936523,63949500,0.0,0.0
2010-01-28 00:00:00-05:00,22.633004751062817,22.65575963309736,21.912449400152163,22.117238998413086,117513700,0.0,0.0
2010-01-29 00:00:00-05:00,22.678518890684753,22.693688815935676,20.97952632304104,21.37393569946289,193888500,0.0,0.0
2010-02-01 00:00:00-05:00,21.5332195067933,21.60148273620452,21.17673487840002,21.548389434814453,85931100,0.0,0.0
2010-02-02 00:00:00-05:00,21.51804766092944,21.616649284281813,21.343596409331035,21.5863094329834,54413700,0.0,0.0
2010-02-03 00:00:00-05:00,21.434615518398804,21.836609886789624,21.328428927258653,21.715251922607422,61397900,0.0,0.0
2010-02-04 00:00:00-05:00,21.525630480043258,21.61664858430748,21.093297739826497,21.116052627563477,77850000,0.0,0.0
2010-02-05 00:00:00-05:00,21.23740118647702,21.449775719147723,20.911255151072535,21.25257110595703,80960100,0.0,0.0
2010-02-08 00:00:00-05:00,21.244989664950232,21.298082945240775,20.911258614531036,21.0250301361084,52820600,0.0,0.0
2010-02-09 00:00:00-05:00,21.21464764691705,21.495285388286334,21.047782862149223,21.24498748779297,59195800,0.0,0.0
2010-02-10 00:00:00-05:00,21.26016582640002,21.41944571401729,21.11605441854358,21.229825973510742,48591300,0.0,0.0
2010-02-11 00:00:00-05:00,21.184314971387277,21.540799517812157,21.0098651793081,21.328426361083984,65993700,0.0,0.0
2010-02-12 00:00:00-05:00,21.093292830007705,21.282912510294285,20.918843071348057,21.184310913085938,81117200,0.0,0.0
2010-02-16 00:00:00-05:00,21.435788880695068,21.61867638386293,21.35196701631301,21.603435516357422,51935600,0.13,0.0
2010-02-17 00:00:00-05:00,21.74058716737121,21.83202940977723,21.611042779422483,21.78630828857422,45882900,0.0,0.0
2010-02-18 00:00:00-05:00,21.78631850537544,22.121610276146797,21.725356497366914,22.07588768005371,42856500,0.0,0.0
2010-02-19 00:00:00-05:00,21.93872375991989,22.0377864756679,21.862520888256633,21.92348289489746,44451800,0.0,0.0
2010-02-22 00:00:00-05:00,21.976821032767216,22.053023892515515,21.83203574459031,21.89299774169922,36707100,0.0,0.0
2010-02-23 00:00:00-05:00,21.854899389824187,21.96920296501974,21.405304067732704,21.58819007873535,52266200,0.0,0.0
2010-02-24 00:00:00-05:00,21.73297730974775,21.938724635414502,21.626292703782244,21.81679916381836,43165900,0.0,0.0
2010-02-25 00:00:00-05:00,21.54246169150632,21.832030748141083,21.351955312458927,21.793930053710938,48735300,0.0,0.0
2010-02-26 00:00:00-05:00,21.832035824926596,21.984441544984012,21.725352692955603,21.84727668762207,40370600,0.0,0.0
2010-03-01 00:00:00-05:00,21.923482427966523,22.136848719940655,21.740596411939187,22.113988876342773,43805400,0.0,0.0
2010-03-02 00:00:00-05:00,22.15970669805839,22.327351824279166,21.51960501110833,21.6872501373291,93123900,0.0,0.0
2010-03-03 00:00:00-05:00,21.725352293366985,21.801555151994116,21.603428300943033,21.6872501373291,48442100,0.0,0.0
2010-03-04 00:00:00-05:00,21.687254712855843,21.832040029448994,21.542470849711634,21.81679916381836,42890600,0.0,0.0
2010-03-05 00:00:00-05:00,21.839649838885773,21.854890697102856,21.656763900625492,21.78630828857422,56001800,0.0,0.0
2010-03-08 00:00:00-05:00,21.73297730974775,22.045407787931065,21.717736444117115,21.81679916381836,39414500,0.0,0.0
2010-03-09 00:00:00-05:00,21.763458342049315,22.182573440727893,21.755837908969813,21.94634437561035,50271600,0.0,0.0
2010-03-10 00:00:00-05:00,21.99206582744756,22.182572284155324,21.94634323135448,22.07588768005371,44891400,0.0,0.0
2010-03-11 00:00:00-05:00,22.014922262438922,22.243530847151362,21.984441989879812,22.235910415649414,35349700,0.0,0.0
2010-03-12 00:00:00-05:00,22.342589833465837,22.388310961423908,22.12922360069587,22.304489135742188,31700200,0.0,0.0
2010-03-15 00:00:00-04:00,22.235909376858817,22.380694661734587,22.10636495427494,22.319732666015625,37512000,0.0,0.0
2010-03-16 00:00:00-04:00,22.418792225267133,22.472133782372048,22.251147123873334,22.380691528320312,36723500,0.0,0.0
2010-03-17 00:00:00-04:00,22.479760378297478,22.761710554763095,22.40355751005416,22.57882308959961,50385700,0.0,0.0
2010-03-18 00:00:00-04:00,22.578824693344114,22.647407134289537,22.479761975005683,22.56358528137207,43845200,0.0,0.0
2010-03-19 00:00:00-04:00,22.677884266662215,22.78456739607864,22.365453856129577,22.54833984375,81332100,0.0,0.0
2010-03-22 00:00:00-04:00,22.479754944366316,22.632160644012593,22.395931664216015,22.555957794189453,37718200,0.0,0.0
2010-03-23 00:00:00-04:00,22.548340467584243,22.784568026448476,22.41117560971189,22.76932716369629,42026600,0.0,0.0
2010-03-24 00:00:00-04:00,22.647402462347753,22.746466613699123,22.555960195583467,22.59406089782715,33987700,0.0,0.0
2010-03-25 00:00:00-04:00,22.73122238898462,23.295121128780355,22.708361098950913,22.86838722229004,73168700,0.0,0.0
2010-03-26 00:00:00-04:00,22.929350084013002,23.013173363887237,22.54833728960062,22.6016788482666,55595500,0.0,0.0
2010-03-29 00:00:00-04:00,22.6397821108359,22.723605400205162,22.51785811908895,22.54833984375,33336000,0.0,0.0
2010-03-30 00:00:00-04:00,22.57881653269392,22.754083514790526,22.479753850159668,22.685501098632812,34954800,0.0,0.0
2010-03-31 00:00:00-04:00,22.586440488880694,22.647402484599656,22.22828894571287,22.319732666015625,63760000,0.0,0.0
2010-04-01 00:00:00-04:00,22.365450239859754,22.510235501692165,21.809171935777858,22.220664978027344,74768100,0.0,0.0
2010-04-05 00:00:00-04:00,22.19780456590875,22.426413112596013,22.12160317046145,22.304489135742188,34331200,0.0,0.0
2010-04-06 00:00:00-04:00,22.213047818341927,22.540719086464325,22.083503397303968,22.342592239379883,47366800,0.0,0.0
2010-04-07 00:00:00-04:00,22.220668435730683,22.52547841324407,22.20542757349286,22.365453720092773,58318800,0.0,0.0
2010-04-08 00:00:00-04:00,22.342596539732362,22.84553345857608,22.32735567468888,22.79981231689453,63713800,0.0,0.0
2010-04-09 00:00:00-04:00,22.82267202241095,23.173203173265527,22.784569862460152,23.119861602783203,54752500,0.0,0.0
2010-04-12 00:00:00-04:00,23.051278411128244,23.234164412538224,23.02079668416888,23.1046199798584,37068800,0.0,0.0
2010-04-13 00:00:00-04:00,22.97507337555998,23.241782647449945,22.959832513520873,23.20368194580078,41374600,0.0,0.0
2010-04-14 00:00:00-04:00,23.46277591284179,23.62280063886897,23.363711741392557,23.48563575744629,68941200,0.0,0.0
2010-04-15 00:00:00-04:00,23.48562717484253,23.5846913100897,23.40180389939468,23.52372932434082,52745400,0.0,0.0
2010-04-16 00:00:00-04:00,23.46277590732235,23.607559767946523,23.317990593249256,23.3713321685791,88703100,0.0,0.0
2010-04-19 00:00:00-04:00,23.447531063653262,23.813303049668487,23.439910632263526,23.653278350830078,64970300,0.0,0.0
2010-04-20 00:00:00-04:00,23.79043876419841,23.958085326796116,23.72185634376271,23.897123336791992,52199500,0.0,0.0
2010-04-21 00:00:00-04:00,23.874265670776367,24.00381010088736,23.798062808337775,23.874265670776367,55343100,0.0,0.0
2010-04-22 00:00:00-04:00,23.653275115242494,24.026667481570225,23.546590543828515,23.91998291015625,84847600,0.0,0.0
2010-04-23 00:00:00-04:00,23.71423920941001,24.064770315808364,23.35608621853936,23.592313766479492,126766600,0.0,0.0
2010-04-26 00:00:00-04:00,23.62278837075276,23.83615601476219,23.51610527547213,23.70661163330078,63649300,0.0,0.0
2010-04-27 00:00:00-04:00,23.584702025678396,23.81330921274109,23.432296265337232,23.508499145507812,68730900,0.0,0.0
2010-04-28 00:00:00-04:00,23.56184063291695,23.622802646123827,23.333233446753436,23.55422019958496,64557900,0.0,0.0
2010-04-29 00:00:00-04:00,23.569457348217366,23.95047023401862,23.37133047318686,23.622798919677734,52665200,0.0,0.0
2010-04-30 00:00:00-04:00,23.676137152379646,23.68375758343491,23.25702361848029,23.27226448059082,63214800,0.0,0.0
2010-05-03 00:00:00-04:00,23.3713242018336,23.668513707908495,23.30274178451656,23.516109466552734,43989500,0.0,0.0
2010-05-04 00:00:00-04:00,23.257024149285453,23.27988398952438,22.670264025675586,22.9598331451416,82085600,0.0,0.0
2010-05-05 00:00:00-04:00,22.685501787581895,22.929349739793373,22.624539799529025,22.746463775634766,66833800,0.0,0.0
2010-05-06 00:00:00-04:00,22.548337902722068,22.76932457369699,21.26813464613416,22.0835018157959,128613000,0.0,0.0
2010-05-07 00:00:00-04:00,22.045397718340254,22.06063857700938,20.818536210992782,21.49673843383789,173718100,0.0,0.0
2010-05-10 00:00:00-04:00,22.106360122861343,22.464511587754053,21.877751598791864,22.05301856994629,86653300,0.0,0.0
2010-05-11 00:00:00-04:00,21.854897064338623,22.594061461837455,21.771073773171715,22.007301330566406,63789400,0.0,0.0
2010-05-12 00:00:00-04:00,22.08349805632708,22.540713634908133,22.03777693450345,22.434030532836914,47146800,0.0,0.0
2010-05-13 00:00:00-04:00,22.296868515368168,22.655020012641035,22.23590652746112,22.281627655029297,45188800,0.0,0.0
2010-05-14 00:00:00-04:00,22.251151728570893,22.258770706778204,21.824416276525238,22.0454044342041,63334000,0.0,0.0
2010-05-17 00:00:00-04:00,22.190183393698316,22.27400521108698,21.679626246092617,22.05301856994629,46053300,0.0,0.0
2010-05-18 00:00:00-04:00,22.09894860092979,22.19845828878685,21.739179549431267,21.89227294921875,52690600,0.13,0.0
2010-05-19 00:00:00-04:00,21.831043108849364,21.96117210374812,21.27225449664009,21.61671257019043,61746700,0.0,0.0
2010-05-20 00:00:00-04:00,21.1650895018332,21.310528140683328,20.698157229747135,20.751739501953125,87991100,0.0,0.0
