Date,Open,High,Low,Close,Volume,Dividends,StockSplits
2010-02-19,6.111166085481532,6.151733333277144,6.088459857639413,6.105413436889648,415469600,0.0,0.0
2010-02-22,6.125697822682102,6.130541413872897,6.030333684349112,6.067570686340332,390563600,0.0,0.0
2010-02-23,6.054855312845358,6.095120214237232,5.9249789261473,5.965848922729492,575094800,0.0,0.0
2010-02-24,6.001271180954521,6.098451834803306,5.9894639400818255,6.074838161468506,460566400,0.0,0.0
2010-02-25,5.975537932125517,6.14144075273984,5.960703598610562,6.115405082702637,665126000,0.0,0.0
2010-02-26,6.126909277861611,6.211374438416848,6.115405191385522,6.194723606109619,507460800,0.0,0.0
2010-03-01,6.228934191859059,6.3424629369127485,6.219852102441533,6.327023506164551,550093600,0.0,0.0
2010-03-02,6.355480185227706,6.382727259368619,6.289179604739766,6.322784423828125,566546400,0.0,0.0
2010-03-03,6.325508174613308,6.353663091188385,6.295234009921037,6.337314605712891,372052800,0.0,0.0
2010-03-04,6.33580204966207,6.385451391740279,6.316122911746708,6.379093647003174,366041200,0.0,0.0
2010-03-05,6.507153585002196,6.651259214777252,6.497768343897317,6.62855339050293,899620400,0.0,0.0
2010-03-08,6.6606426830140375,6.663064276015697,6.60735995707985,6.632487773895264,429889600,0.0,0.0
2010-03-09,6.609178131452499,6.811712848783946,6.596463047096661,6.75177001953125,920259200,0.0,0.0
2010-03-10,6.776290620547135,6.826243100293511,6.757217796759589,6.8068671226501465,596218000,0.0,0.0
2010-03-11,6.7787138019239,6.826848983764648,6.760851569413576,6.826848983764648,405700400,0.0,0.0
2010-03-12,6.883461326450412,6.894360314766559,6.834417495848444,6.8601508140563965,416323600,0.0,0.0
2010-03-15,6.823216881141401,6.826849069219222,6.667909514910292,6.776594638824463,493502800,0.0,0.0
2010-03-16,6.786887750363055,6.811106918632668,6.736329761659107,6.7950615882873535,446908000,0.0,0.0
2010-03-17,6.808684563762456,6.855609553502584,6.759337980686585,6.785070896148682,450956800,0.0,0.0
2010-03-18,6.7844643529636315,6.811711824353849,6.739356267149447,6.801115989685059,342109600,0.0,0.0
2010-03-19,6.805353286078678,6.818976615168068,6.69757643926329,6.728456497192383,559445600,0.0,0.0
2010-03-22,6.674569331841648,6.84198625505133,6.664881342775114,6.804142951965332,456419600,0.0,0.0
2010-03-23,6.831084425038412,6.92614617262927,6.784461799947547,6.913430690765381,602431200,0.0,0.0
2010-03-24,6.8916343582357324,6.96913664018292,6.887698209171366,6.944008827209473,597780400,0.0,0.0
2010-03-25,6.990937037219067,6.992451190147377,6.849555735923659,6.861665725708008,542284400,0.0,0.0
2010-03-26,6.931296195268139,7.022118678176289,6.919186207516227,6.990331172943115,640875200,0.0,0.0
2010-03-29,7.053906672287941,7.08024468183968,7.012128024846755,7.035438537597656,540744400,0.0,0.0
2010-03-30,7.16289308453243,7.189535055491055,7.0917481247016045,7.1401872634887695,527310000,0.0,0.0
2010-03-31,7.129289408118488,7.163196564288971,7.098106594896639,7.11445426940918,430659600,0.0,0.0
2010-04-01,7.187415909771894,7.2273772522034525,7.046337787265045,7.143820762634277,603145200,0.0,0.0
2010-04-05,7.113849068146671,7.22071686941075,7.107490921038671,7.22011137008667,684507600,0.0,0.0
2010-04-06,7.211333021057319,7.273092343745452,7.175003865050696,7.251900672912598,447017200,0.0,0.0
2010-04-07,7.252203496902609,7.323953968744651,7.225259175720757,7.283991813659668,628502000,0.0,0.0
2010-04-08,7.279148986113443,7.312450652626177,7.2064906576473655,7.264314651489258,572989200,0.0,0.0
2010-04-09,7.3091210613894,7.323047551383044,7.279754736695079,7.320019245147705,334182800,0.0,0.0
2010-04-12,7.33242938195635,7.358768200923105,7.320622548187913,7.3351545333862305,333026400,0.0,0.0
2010-04-13,7.322136665487107,7.350594327952644,7.299430034519207,7.339392185211182,306210800,0.0,0.0
2010-04-14,7.425674177376594,7.441719505763077,7.38904267973569,7.43808650970459,404076400,0.0,0.0
2010-04-15,7.4408130356633935,7.539204686756159,7.432639196338778,7.535874843597412,376784800,0.0,0.0
2010-04-16,7.525275787461224,7.6030812383388255,7.403573656416822,7.4898552894592285,750545600,0.0,0.0
2010-04-19,7.478654552244755,7.504690216961908,7.319411450245782,7.479865550994873,566924400,0.0,0.0
2010-04-20,7.524368936487383,7.5458637612224395,7.3554386440511905,7.404785633087158,738326400,0.0,0.0
2010-04-21,7.834981772213122,7.878880068923685,7.742039647162169,7.8476972579956055,982391200,0.0,0.0
2010-04-22,7.818027572643128,8.075661437650348,7.756267458222444,8.067184448242188,793424800,0.0,0.0
2010-04-23,8.113203208824142,8.240052508958609,8.08323219989439,8.199182510375977,796955600,0.0,0.0
2010-04-26,8.230970236677363,8.248528910339406,8.119257621759758,8.158917427062988,479068800,0.0,0.0
2010-04-27,8.091407534949626,8.108663867554123,7.88705669581832,7.933073043823242,709343600,0.0,0.0
2010-04-28,7.969703655807619,7.992408670976479,7.762627708875556,7.919751167297363,758402400,0.0,0.0
2010-04-29,7.962741885573824,8.174056378174853,7.932165370898147,8.13288402557373,558840800,0.0,0.0
2010-04-30,8.153162997024218,8.191308641331785,7.9015849303485215,7.904309272766113,542463600,0.0,0.0
2010-05-03,7.987565653878667,8.109874111579193,7.958501681696842,8.063553810119629,454342000,0.0,0.0
2010-05-04,7.9588020614475905,7.970911235995419,7.772917865094116,7.83134651184082,723819600,0.0,0.0
2010-05-05,7.660299831754285,7.8150012743201565,7.53011989969112,7.749911308288574,883103200,0.0,0.0
2010-05-06,7.684519537413025,7.818331666497283,6.0321493236149255,7.45504093170166,1285860800,0.0,0.0
2010-05-07,7.378143621905972,7.46472760191816,6.818068860998405,7.14048957824707,1676018400,0.0,0.0
2010-05-10,7.576137378653485,7.709344004927221,7.524065241824274,7.689362525939941,984306400,0.0,0.0
2010-05-11,7.624274810228853,7.86798309545308,7.583707962024289,7.7659592628479,848906800,0.0,0.0
2010-05-12,7.848304060836785,7.9660716898202475,7.831957191538232,7.934586524963379,654379600,0.0,0.0
2010-05-13,7.96879570666211,8.022684350288818,7.762325240892652,7.8216633796691895,599712400,0.0,0.0
2010-05-14,7.724782711848922,7.764744855605453,7.553430459003221,7.684215068817139,759362800,0.0,0.0
2010-05-17,7.710857762935525,7.755663905112761,7.499240192565926,7.696325778961182,762834800,0.0,0.0
2010-05-18,7.7798846499772445,7.8274151445972775,7.576440875071507,7.640017509460449,782678400,0.0,0.0
2010-05-19,7.553432520712262,7.656970499810675,7.412657538637249,7.518314361572266,1025726800,0.0,0.0
2010-05-20,7.322741664369459,7.382382951635482,7.1510870290826665,7.198012828826904,1282915200,0.0,0.0
2010-05-21,7.048457287199522,7.4020616838759965,7.003954291049392,7.336063861846924,1223891200,0.0,0.0
2010-05-24,7.486222471243241,7.595815426764129,7.455342813253871,7.470479488372803,754238800,0.0,0.0
2010-05-25,7.246146338481741,7.470478561897006,7.179846189871819,7.423856735229492,1048006400,0.0,0.0
2010-05-26,7.5709904993990085,7.633052967099326,7.379353602416672,7.390252590179443,850654000,0.0,0.0
2010-05-27,7.586733533592032,7.6863361620257855,7.541625041741057,7.669987678527832,666282400,0.0,0.0
2010-05-28,7.852844421311801,7.853146766768705,7.669986859068306,7.77685546875,815614800,0.0,0.0
2010-06-01,7.861926895761366,8.051141007377867,7.839826572406919,7.896439552307129,876472800,0.0,0.0
2010-06-02,8.008754855569848,8.01662634560847,7.881300096303178,7.990893840789795,688548000,0.0,0.0
2010-06-03,8.028132351182991,8.039334494461443,7.8837243798965435,7.965768337249756,650106800,0.0,0.0
2010-06-04,7.817121026232131,7.92883283731666,7.708739866089213,7.749004364013672,758304400,0.0,0.0
2010-06-07,7.819545043883882,7.845580716683833,7.585221563452429,7.597029209136963,886942000,0.0,0.0
2010-06-08,7.666659237540156,7.683613223526066,7.4368774321496645,7.5482869148254395,1000770400,0.0,0.0
2010-06-09,7.613072549269245,7.626091190669896,7.341209783959459,7.362703800201416,854630000,0.0,0.0
2010-06-10,7.41235373210354,7.598237193516185,7.332429429811945,7.584009170532227,776356000,0.0,0.0
2010-06-11,7.514983275018432,7.685427701468215,7.488947611795585,7.674831867218018,545759200,0.0,0.0
2010-06-14,7.749004625671143,7.8455789548512085,7.6899696441481185,7.698143482208252,602960400,0.0,0.0
2010-06-15,7.739315764872256,7.866770550505547,7.735077269359254,7.861926555633545,585074000,0.0,0.0
2010-06-16,7.9046166012914085,8.105940782405854,7.89038776416361,8.090804100036621,783678000,0.0,0.0
2010-06-17,8.19221736212826,8.261848967984811,8.158915711541328,8.230666160583496,872855200,0.0,0.0
2010-06-18,8.242170050732138,8.325424987758426,8.217042235227233,8.297268867492676,784621600,0.0,0.0
2010-06-21,8.406866171934656,8.446828336086197,8.135608825464386,8.179203987121582,776490400,0.0,0.0
2010-06-22,8.239446830735321,8.354791627971721,8.21946616050947,8.290610313415527,717262000,0.0,0.0
2010-06-23,8.312714158498913,8.315136156935802,8.110481331072158,8.203423500061035,768457200,0.0,0.0
2010-06-24,8.204328220945785,8.270932344185747,8.11653323627421,8.143780708312988,714277200,0.0,0.0
2010-06-25,8.175870445425609,8.182227783979563,8.047203862993353,8.074148178100586,549942400,0.0,0.0
2010-06-28,8.081112803596502,8.166487416837084,8.00815214158047,8.122589111328125,584948000,0.0,0.0
2010-06-29,7.996041503510603,8.004216149550661,7.6987485761736405,7.755361557006836,1133344800,0.0,0.0
2010-06-30,7.771707990629943,7.809853638021236,7.568871384525282,7.614887714385986,739452000,0.0,0.0
2010-07-01,7.698746824745655,7.71388430618131,7.363308320233764,7.522550582885742,1022896000,0.0,0.0
2010-07-02,7.58340126414532,7.5967230562662005,7.3627020386966455,7.475928783416748,693842800,0.0,0.0
2010-07-06,7.598842581327098,7.653335902758191,7.452314981002636,7.527092933654785,615235600,0.0,0.0
2010-07-07,7.583404371995189,7.834076317728956,7.561002507030572,7.831048011779785,654556000,0.0,0.0
2010-07-08,7.946391811565352,7.959107298290579,7.716610056126881,7.813487529754639,738144400,0.0,0.0
2010-07-09,7.777158987382094,7.86828462838282,7.72478450056041,7.859808444976807,433322400,0.0,0.0
2010-07-12,7.826807688406768,7.927318147615884,7.715701395585326,7.789267539978027,562878400,0.0,0.0
2010-07-13,7.759904987455848,7.762326177181765,7.460491530909337,7.6230645179748535,1190924000,0.0,0.0
2010-07-14,7.54979947684811,7.744159116356332,7.538294180371577,7.651216983795166,812047600,0.0,0.0
2010-07-15,7.514981953370973,7.779578651268068,7.486826643203515,7.612464904785156,824866000,0.0,0.0
2010-07-16,7.664840251010788,7.719031226009376,7.5204323051035225,7.565540790557861,1039858400,0.0,0.0
2010-07-19,7.564936705061482,7.564936705061482,7.25371728087419,7.434756755828857,1024478000,0.0,0.0
2010-07-20,7.353620307002801,7.656362658990053,7.266127685629053,7.6257853507995605,1074950800,0.0,0.0
2010-07-21,8.025409559519943,8.027226058099203,7.689668560431438,7.696933746337891,1185671200,0.0,0.0
2010-07-22,7.801075207307097,7.871311517252568,7.729324744734753,7.8416428565979,645318800,0.0,0.0
2010-07-23,7.783215163576509,7.882817811520374,7.75869283773136,7.869496822357178,533388800,0.0,0.0
2010-07-26,7.871315478935343,7.874342977302474,7.801987787355005,7.849518299102783,420551600,0.0,0.0
2010-07-27,7.8976509271171365,8.016628732536741,7.88039459802261,7.994831562042236,584771600,0.0,0.0
2010-07-28,7.982417398035995,8.052653697138238,7.878879447208217,7.900373458862305,519985200,0.0,0.0
2010-07-29,7.892806896432475,7.951538722508924,7.753242919971887,7.814093589782715,643806800,0.0,0.0
2010-07-30,7.7468845129578705,7.86222849707335,7.716911892022452,7.78805685043335,448210000,0.0,0.0
2010-08-02,7.88463397947918,7.949723152771355,7.859809309126375,7.92732048034668,428055600,0.0,0.0
2010-08-03,7.901891594495981,7.970008276266647,7.853755590468536,7.929743766784668,417653600,0.0,0.0
2010-08-04,7.957294572026428,8.000888930356352,7.880700886710867,7.961533069610596,420375200,0.0,0.0
2010-08-05,7.923688835773312,7.967587151507431,7.887965168647043,7.922780990600586,289097200,0.0,0.0
2010-08-06,7.8646492393022465,7.916419019369475,7.799559284557591,7.874034881591797,444897600,0.0,0.0
2010-08-09,7.9161217283732075,7.936406373920041,7.85829852408386,7.9242963790893555,303128000,0.0,0.0
2010-08-10,7.866768897221997,7.884933874174444,7.797137293981137,7.853447914123535,451920000,0.0,0.0
2010-08-11,7.73205151955604,7.740830857122074,7.562818066019114,7.574321746826172,620054400,0.0,0.0
2010-08-12,7.468363055032534,7.662421210246264,7.451106722445469,7.622762203216553,534920400,0.0,0.0
2010-08-13,7.6185223410175995,7.625485180234977,7.541020031047789,7.541323184967041,354869200,0.0,0.0
2010-08-16,7.495305312804401,7.56887227359058,7.466241343065442,7.497121810913086,318430000,0.0,0.0
2010-08-17,7.57099016661352,7.708738426457693,7.544348197697805,7.628208637237549,422640400,0.0,0.0
2010-08-18,7.64001455046033,7.709947689428173,7.616400080852209,7.661508560180664,339696000,0.0,0.0
2010-08-19,7.654549572892552,7.673925557699991,7.528608905286527,7.564938068389893,426706000,0.0,0.0
2010-08-20,7.550102254884519,7.687244232630901,7.538294612250747,7.557670593261719,384230000,0.0,0.0
2010-08-23,7.622757234547493,7.629114571332382,7.424763865607456,7.441413879394531,414041600,0.0,0.0
2010-08-24,7.346659441210233,7.356648968988956,7.224956483455467,7.263707637786865,602565600,0.0,0.0
2010-08-25,7.206489196278747,7.386621636260918,7.181059028995661,7.35331916809082,596867600,0.0,0.0
2010-08-26,7.430821884242748,7.439904376059391,7.274303913116455,7.274303913116455,466505200,0.0,0.0
2010-08-27,7.318807461708592,7.344843128924536,7.131409024988877,7.314871311187744,548391200,0.0,0.0
2010-08-30,7.288834562911521,7.439903836400393,7.286412565269432,7.341512203216553,383289200,0.0,0.0
2010-08-31,7.321832581985566,7.4038765249893,7.276421751046452,7.359675884246826,420786800,0.0,0.0
2010-09-01,7.491975077658713,7.6127693791506115,7.455949075786934,7.578559875488281,697037600,0.0,0.0
2010-09-02,7.606711798852557,7.634261608123779,7.525274177843596,7.634261608123779,415427600,0.0,0.0
2010-09-03,7.72266315869934,7.834374935278979,7.704801335926379,7.834072589874268,520788800,0.0,0.0
2010-09-07,7.7695913879732315,7.857084040803896,7.757784552453848,7.8050127029418945,342557600,0.0,0.0
2010-09-08,7.864654022893657,8.004218851151139,7.8440670365091645,7.959715843200684,526551200,0.0,0.0
2010-09-09,8.023892938305744,8.068698268143105,7.959711631535252,7.964252471923828,438575200,0.0,0.0
2010-09-10,7.967885463590545,8.007545262150472,7.913694490748333,7.974545955657959,387542400,0.0,0.0
2010-09-13,8.047506537673264,8.121981331596189,8.0456908482605,8.084441184997559,388780000,0.0,0.0
2010-09-14,8.059316528172786,8.148928030667179,8.038427199225705,8.115324020385742,408150400,0.0,0.0
2010-09-15,8.118651048668337,8.185557502231836,8.108659906979524,8.180712699890137,429368800,0.0,0.0
2010-09-16,8.181321906462799,8.37598472689419,8.15891842659131,8.372957229614258,652103200,0.0,0.0
2010-09-17,8.406861540708679,8.415036184798431,8.285462578786396,8.336626052856445,634477200,0.0,0.0
2010-09-20,8.358121481007194,8.591233881602045,8.35115864264833,8.574583053588867,658677600,0.0,0.0
2010-09-21,8.59365895201359,8.699315797526461,8.561265129228474,8.590933799743652,668074400,0.0,0.0
2010-09-22,8.558843123408485,8.718388622092563,8.549760629867766,8.71142578125,585289600,0.0,0.0
2010-09-23,8.668434136423267,8.863097757171149,8.65844380002013,8.746844291687012,786116800,0.0,0.0
2010-09-24,8.843113724184494,8.886405704421762,8.796188748742825,8.849773406982422,649488000,0.0,0.0
2010-09-27,8.90002714902493,8.922732151632953,8.810112557766836,8.814653396606445,482834800,0.0,0.0
2010-09-28,8.8331271600703,8.8331271600703,8.325428347546868,8.684480667114258,1035042400,0.0,0.0
2010-09-29,8.69568025120124,8.773788056003744,8.658443251182478,8.699918746948242,469644000,0.0,0.0
2010-09-30,8.749264314025346,8.779538467522915,8.51463861390645,8.590324401855469,673391600,0.0,0.0
2010-10-01,8.662984456756945,8.676002290036449,8.517667830104118,8.553089141845703,448142800,0.0,0.0
2010-10-04,8.525238488143351,8.564594340461468,8.409287350090231,8.435626983642578,435302000,0.0,0.0
2010-10-05,8.53734364795032,8.76288603039633,8.531893346896714,8.74744701385498,501967200,0.0,0.0
2010-10-06,8.76712822301361,8.839786538756767,8.636040424115864,8.75501823425293,670868800,0.0,0.0
2010-10-07,8.789835204131071,8.794073700754929,8.685994866283556,8.755928039550781,408399600,0.0,0.0
2010-10-08,8.831306537434005,8.915771659232842,8.779538374147801,8.902753829956055,658403200,0.0,0.0
2010-10-11,8.923039838296276,8.998724828734188,8.918801343018819,8.941808700561523,427753200,0.0,0.0
2010-10-12,8.943323492634736,9.067146092497996,8.85492220163239,9.038082122802734,558544000,0.0,0.0
2010-10-13,9.088336692899597,9.141619014252393,9.07622670695111,9.086520195007324,630092400,0.0,0.0
2010-10-14,9.133449285676754,9.157062960486192,9.094394967633484,9.152219772338867,435296400,0.0,0.0
2010-10-15,9.307522000463427,9.536395889856935,9.230928358548178,9.528524398803711,922194000,0.0,0.0
2010-10-18,9.641448029800939,9.657492548998384,9.514901098469776,9.627219200134277,1093010800,0.0,0.0
2010-10-19,9.185213062017622,9.499156730468473,9.082886118162843,9.369583129882812,1232784000,0.0,0.0
2010-10-20,9.35475015628835,9.513690088090362,9.290266500485336,9.401069641113281,721624400,0.0,0.0
2010-10-21,9.45647141052326,9.52852421038044,9.288146647226666,9.370492935180664,551460000,0.0,0.0
2010-10-22,9.356868999908176,9.386235312381633,9.273010174499124,9.308430671691895,372778000,0.0,0.0
2010-10-25,9.357480839850405,9.433468219115321,9.337801696339554,9.3499116897583,392462000,0.0,0.0
2010-10-26,9.290268923856459,9.377156076903036,9.253333456132113,9.325992584228516,392929600,0.0,0.0
2010-10-27,9.31388167442891,9.381998337146696,9.25181919741126,9.319331169128418,399002800,0.0,0.0
2010-10-28,9.322963361305739,9.324477514039264,9.10953088189218,9.240921020507812,551051200,0.0,0.0
2010-10-29,9.21034249471959,9.260294976977242,9.108620223798576,9.111950874328613,430511200,0.0,0.0
2010-11-01,9.149489709570135,9.2518166567067,9.14888421032536,9.208827018737793,423889200,0.0,0.0
2010-11-02,9.294203669257266,9.390777999224744,9.294203669257266,9.365650177001953,433930000,0.0,0.0
2010-11-03,9.426502418372632,9.47221722497433,9.340523917318261,9.469795227050781,508348400,0.0,0.0
2010-11-04,9.550021245799096,9.693219033973898,9.537305757554527,9.635395050048828,642488000,0.0,0.0
2010-11-05,9.626916139931604,9.674748969358198,9.589375990527646,9.600879669189453,361253200,0.0,0.0
2010-11-08,9.60299692445526,9.680801546578957,9.589675942748823,9.645986557006836,281758400,0.0,0.0
2010-11-09,9.719554734117398,9.727123879524177,9.521258969301176,9.569091796875,383544000,0.0,0.0
2010-11-10,9.586044350248379,9.650528808510305,9.49249673605763,9.62812614440918,384227200,0.0,0.0
2010-11-11,9.536399042794768,9.63933234300983,9.513693215300892,9.586352348327637,361284000,0.0,0.0
2010-11-12,9.566669390870816,9.581806064216977,9.192177388935198,9.325383186340332,795846800,0.0,0.0
2010-11-15,9.338403618984536,9.401373938368778,9.27210264876887,9.295413970947266,403606000,0.0,0.0
2010-11-16,9.255451567956866,9.312366891926295,9.061695811574094,9.13041877746582,657650000,0.0,0.0
2010-11-17,9.118610451169397,9.203075578445993,9.014467001790957,9.097418785095215,479449600,0.0,0.0
2010-11-18,9.239708721460895,9.375035003252165,9.224269699909565,9.337494850158691,494491200,0.0,0.0
2010-11-19,9.323572844573976,9.336590682145879,9.240924167805597,9.286032676696777,384843200,0.0,0.0
2010-11-22,9.28451778852298,9.486750602722168,9.259996268569415,9.486750602722168,393075200,0.0,0.0
2010-11-23,9.398647870759682,9.43800532705133,9.280881080984631,9.346575736999512,519447600,0.0,0.0
2010-11-24,9.445574749692332,9.548508039193752,9.43800721919611,9.530343055725098,413725200,0.0,0.0
2010-11-26,9.498252277551284,9.61813874175148,9.474033108298803,9.536397933959961,237585600,0.0,0.0
2010-11-29,9.551534594934536,9.611477422724882,9.426804943829701,9.593010902404785,445785200,0.0,0.0
2010-11-30,9.492197886875696,9.517023365559215,9.411365727310537,9.419842720031738,501858000,0.0,0.0
2010-12-01,9.544569866841064,9.619650165787052,9.53639603021679,9.578780174255371,461750800,0.0,0.0
2010-12-02,9.612991069235862,9.657494063154356,9.533066764117864,9.63176155090332,462837200,0.0,0.0
2010-12-03,9.597249804843068,9.646899144246797,9.576965976932117,9.610267639160156,342092800,0.0,0.0
2010-12-06,9.64659458458087,9.758307189419389,9.639934091981912,9.692309379577637,448481600,0.0,0.0
2010-12-07,9.802810781328455,9.808561812675507,9.630853003866761,9.633577346801758,391454000,0.0,0.0
2010-12-08,9.676566990870837,9.71864879600252,9.60027648982229,9.718345642089844,321935600,0.0,0.0
2010-12-09,9.752252396999038,9.763452922167033,9.658098462299224,9.680501937866211,294151200,0.0,0.0
2010-12-10,9.677172585036619,9.719556736085535,9.64538426964732,9.70472240447998,262511200,0.0,0.0
2010-12-13,9.820067683267956,9.840957008359043,9.71804305541209,9.738326072692871,439815600,0.0,0.0
2010-12-14,9.740141695410479,9.764664012661461,9.657492254229341,9.69654655456543,351008000,0.0,0.0
2010-12-15,9.687765823832533,9.778589095793125,9.663244316476991,9.698665618896484,417312000,0.0,0.0
2010-12-16,9.720769597760116,9.766786754152587,9.69079858330033,9.725613594055176,322030800,0.0,0.0
2010-12-17,9.737113632119504,9.741957626199229,9.694729492332137,9.706233978271484,386929200,0.0,0.0
2010-12-20,9.736209487073095,9.786162794944469,9.63418564396572,9.754676818847656,385610400,0.0,0.0
2010-12-21,9.778592220378789,9.82067321967828,9.749832209023683,9.814921379089355,256354000,0.0,0.0
2010-12-22,9.819765434065216,9.860938588640812,9.795243110315514,9.843984603881836,265921600,0.0,0.0
2010-12-23,9.839141853427558,9.843682695341473,9.783739863389366,9.796757698059082,223157200,0.0,0.0
2010-12-27,9.77405133605672,9.852461493724732,9.733786026878446,9.829452514648438,249816000,0.0,0.0
2010-12-28,9.866689891718316,9.889395715863952,9.840957378869676,9.85336971282959,175924000,0.0,0.0
2010-12-29,9.876075885296947,9.883039533678714,9.842168722065411,9.847921371459961,163139200,0.0,0.0
2010-12-30,9.85367232609863,9.854580171052111,9.78010616526888,9.79857349395752,157494400,0.0,0.0
2010-12-31,9.777078020905153,9.79312335077514,9.727427878592325,9.765271186828613,193508000,0.0,0.0
2011-01-03,9.858517370468254,9.998384522149092,9.834298198736288,9.977495193481445,445138400,0.0,0.0
2011-01-04,10.064381771665786,10.066198270071874,9.93450496506733,10.029566764831543,309080800,0.0,0.0
2011-01-05,9.976888519414123,10.121901995597756,9.975374366628198,10.111608505249023,255519600,0.0,0.0
2011-01-06,10.13340556925732,10.149450898557776,10.078306742719077,10.103434562683105,300428800,0.0,0.0
2011-01-07,10.111308204131783,10.18275553476558,10.048034713281176,10.175792694091797,311931200,0.0,0.0
2011-01-10,10.257835786249618,10.39104245364882,10.20758094040513,10.36742877960205,448560000,0.0,0.0
2011-01-11,10.440994488158502,10.443415677653173,10.27721051766756,10.34290599822998,444108000,0.0,0.0
2011-01-12,10.39164710596221,10.427369956910617,10.353803794310062,10.427066802978516,302590400,0.0,0.0
2011-01-13,10.449467787310727,10.494273927775161,10.409808795178941,10.4652099609375,296780400,0.0,0.0
2011-01-14,10.471569063241267,10.549979209899902,10.427671571940754,10.549979209899902,308840000,0.0,0.0
2011-01-18,9.975977435063427,10.43735738069225,9.869411986182202,10.3129301071167,1880998000,0.0,0.0
2011-01-19,10.546045024430079,10.553614172099799,10.198800371001555,10.258137702941895,1135612800,0.0,0.0
2011-01-20,10.185175963619937,10.241788950645692,9.99414532980394,10.071647644042969,764789200,0.0,0.0
2011-01-21,10.104645760587351,10.138250575188199,9.88848731170291,9.891212463378906,754401200,0.0,0.0
2011-01-24,9.895753948415301,10.216055870056152,9.891212298501168,10.216055870056152,574683200,0.0,0.0
2011-01-25,10.18214651333348,10.336847945920683,10.128863383590552,10.335636138916016,546868000,0.0,0.0
2011-01-26,10.382865747882626,10.462790049624415,10.338665909740774,10.409810066223145,506875600,0.0,0.0
2011-01-27,10.407692504162346,10.435242327418239,10.378932490307724,10.390436172485352,285026000,0.0,0.0
2011-01-28,10.419498822649372,10.426461661861328,10.097380402870353,10.17518424987793,592057200,0.0,0.0
